9627181	0.000685871056241427	10027417	8618855	9562469	12135350	8980023
9470136	0.000685871056241427	9427340	8747858	7891871	10208640	7992850
9300650	0.000685871056241427	10765057	10687744	9621997	9074395	8832646
9343467	0.000685871056241427	11939894	9508150	9012418	8644717	11790212
9772023	0.000685871056241427	12957508	11408727	9403708	8872419	10823584
8830309	0.000685871056241427	8596645	9040748	9520006	8791246	8731381
9577654	0.000685871056241427	9307578	12451676	9804121	10682216	8980016
12169205	0.000685871056241427	10483785	10534164	9791536	9621997	10775535
9370233	0.000685871056241427	11325345	8744402	10767725	10952022	11778650
10867779	0.000685871056241427	11571321	12495082	9781520	8859062	9785148
12657895	0.000685871056241427	9665654	10775884	9549720	11071064	10411671
12614323	0.000685871056241427	9700208	8614504	9343467	9626772	12355988
9307578	0.000685871056241427	9052714	9920359	10624576	12053131	12355988
7849527	0.000685871056241427	8596645	8890772	7816154	7898715	8797010
9852204	0.000685871056241427	10354518	9012418	11320185	10490274	12457072
9482248	0.000685871056241427	8830319	9674791	8014966	8075646	8128960
12490540	0.000685871056241427	10571241	12376533	12670700	10959835	12882964
8273205	0.000685871056241427	12226532	12011307	8741397	8039724	11068149
8082773	0.000685871056241427	9520006	12581338	8624080	7595656	11193807
8047278	0.000685871056241427	8614504	8624095	9369084	7746463	7574468
10381540	0.000685871056241427	9751198	10501208	9422368	7637575	11711530
7936253	0.000685871056241427	8710076	7970234	8669492	8702415	8525796
8867021	0.000685871056241427	12876259	7992850	8702415	8890772	8525796
14501016	0.000685871056241427	9460714	9369317	11305869	7615568	7695621
11095526	0.000685871056241427	10454160	11041282	11231028	10980578	12962909
9290497	0.000685871056241427	8993479	9057170	8826994	11416775	10746604
11860878	0.000685871056241427	9831815	9343467	11285089	9626772	10194255
11775232	0.000685871056241427	8710077	9369084	10940674	9619639	8947284
9066363	0.000685871056241427	12787320	8841664	7566000	9213069	8203459
10854768	0.000685871056241427	12609489	9033257	11553277	11113336	8980023
9704150	0.000685871056241427	9369084	10998553	8069300	11775232	7824157
9876967	0.000685871056241427	9181358	8773610	9409253	7550352	9148246
9596412	0.000685871056241427	9033259	9258256	10737598	8786379	11556686
11889238	0.000685871056241427	9343467	10448801	9626772	8669492	9876966
12566177	0.000685871056241427	9678311	11016543	12548360	10634455	11255440
10362893	0.000685871056241427	12417380	9052712	12417379	12876259	8614504
7922348	0.000685871056241427	12581343	9460714	9024330	8596645	8833436
9382479	0.000685871056241427	9343467	9508150	11939894	11790212	7818244
8878109	0.000685871056241427	9850873	9329486	9187933	9223597	9678311
10934557	0.000685871056241427	9920359	12629906	10682216	11683989	11535112
7619525	0.000685871056241427	8631862	9398632	9030704	12787320	9460714
9831992	0.000685871056241427	9831993	9508150	9831994	9831995	9343467
11421127	0.000685871056241427	9369084	11775232	8069300	11482130	9494696
11445269	0.000685871056241427	12457072	11756600	8614504	10737693	10851367
9482681	0.000685871056241427	9674791	8669492	10430421	10609670	8618665
9520006	0.000685871056241427	8669492	10867785	10912914	12411758	11115331
8596269	0.000685871056241427	11775232	10329743	8947284	9347936	9619639
11378846	0.000685871056241427	9343467	10541592	11939894	11095526	8644717
9467014	0.000685871056241427	9700208	10525981	11095526	9756330	9811931
8290946	0.000685871056241427	8624097	7853720	8993483	11743999	11193807
7884953	0.000685871056241427	9074396	8797010	8592548	9823831	10811879
7566000	0.000685871056241427	8596645	9520006	12787320	7992850	8890772
10364641	0.000685871056241427	10208278	9520006	10559559	12552038	8791246
11193807	0.000685871056241427	9700658	8820179	10212558	7532337	12486146
10980578	0.000685871056241427	11113217	9756330	12962909	11095526	12105308
8740984	0.000685871056241427	7746463	12355988	9307578	10624576	7888092
8161573	0.000685871056241427	11589913	8614504	11470958	10349334	7746463
10352866	0.000685871056241427	9524800	10867214	9549589	12453673	11448080
9316155	0.000685871056241427	11851296	12355988	10488446	10349334	9307578
9831633	0.000685871056241427	12957508	12214015	10765057	7763336	10939571
7700274	0.000685871056241427	7944299	11302074	9693262	8747858	10319883
10867214	0.000685871056241427	10352866	10026381	8624079	11032626	11835377
9920359	0.000685871056241427	9307578	12433263	12629906	10682216	12552037
8596645	0.000685871056241427	7566000	9520006	10483785	9040748	8830309
7585009	0.000685871056241427	8624097	10079962	7566000	7898715	9051750
10570509	0.000685871056241427	10567488	9728943	8747858	8848271	8651641
8830319	0.000685871056241427	9482248	9674791	9259370	8128960	8530010
12205106	0.000685871056241427	12457072	9343467	8618665	9674794	11807900
10944562	0.000685871056241427	9728943	12457072	11790634	10364643	9848808
11683989	0.000685871056241427	10349334	12552037	11535112	9920359	12788204
9482249	0.000685871056241427	9539409	9482681	11684904	9225693	9823831
10369830	0.000685871056241427	10190327	10206226	9536100	10699053	9863603
8854306	0.000685871056241427	9484353	12901781	9850873	11987699	11893839
9184634	0.000685871056241427	9559926	11240021	11311545	11161595	12971913
7574468	0.000685871056241427	8614504	8128960	9369084	8624095	8047278
9855862	0.000685871056241427	10785619	10818526	12782758	11940689	11940706
10637934	0.000685871056241427	9854388	10912914	10192210	8811124	11578751
9697689	0.000685871056241427	11723294	11889238	12584430	12787320	10609670
9211985	0.000685871056241427	9265639	9003062	7721816	10936880	10816430
8993489	0.000685871056241427	9521254	10886308	10599773	12142731	11173877
10860300	0.000685871056241427	10855603	12480755	11711225	9660395	11721146
7644022	0.000685871056241427	8624098	8596645	10483785	9520006	7566000
9886074	0.000685871056241427	9265639	11070505	10428074	10413465	9003062
9222170	0.000685871056241427	9572586	9178861	11076057	9148246	9637403
7773573	0.000685871056241427	7891887	8624076	8171342	7649988	11844476
9547165	0.000685871056241427	10668702	7783963	8618881	9292886	10668703
8624079	0.000685871056241427	8572669	7566000	8596645	8731381	8890772
11157409	0.000685871056241427	10625715	12457072	8618665	11807900	9012418
11070505	0.000685871056241427	10502286	9265639	11848621	12486146	9886074
8679539	0.000685871056241427	9265639	9003062	8823200	8631862	9211985
12486146	0.000685871056241427	12451108	10818140	9265639	11950276	10936880
10088051	0.000685871056241427	9494696	9369084	8929157	11775232	8614504
8076181	0.000685871056241427	9853024	8682150	9125318	7853700	9603433
7969418	0.000685871056241427	8993483	7566008	8951889	8290946	8295635
8993481	0.000685871056241427	7670501	9129722	10462111	8871590	9153464
7815043	0.000685871056241427	8773602	8890599	7700597	7700596	8173818
9070638	0.000685871056241427	9265639	9003062	12486146	8040342	10936880
7639323	0.000685871056241427	7977635	7534068	7715296	8177532	7615568
10403716	0.000685871056241427	12457072	8614504	9848808	12552039	12405546
9129722	0.000685871056241427	9181358	8993481	7670501	10462111	8871590
9682830	0.000685871056241427	10206226	9302273	11015454	10190327	10699053
9285479	0.000685871056241427	9850873	8756999	9484353	10322238	8854306
12160362	0.000685871056241427	11408299	10625715	9508150	9052712	11739991
10027417	0.000685871056241427	9627181	11741391	10381540	8070517	8618855
8983040	0.000685871056241427	8813351	9040748	12787320	8544899	11444802
11589913	0.000685871056241427	8161573	12433263	10349334	9804121	8980016
10604440	0.000685871056241427	12465441	10818508	10936880	11558492	11347179
9328480	0.000685871056241427	9700208	10525981	9467014	9728943	11354629
11216203	0.000685871056241427	12355988	9767914	12788204	10078062	11442298
9040748	0.000685871056241427	12787320	8596645	8830309	10483785	7824144
11015454	0.000685871056241427	10206226	10699053	10190327	9696068	11125748
9619639	0.000685871056241427	11775232	10940674	10500259	10050959	10329743
9494696	0.000685871056241427	10088051	9369084	8929157	11775232	9850873
10208564	0.000685871056241427	10525981	12116196	8871590	12232782	10505604
9102150	0.000685871056241427	10078062	11416775	10329743	11273064	9218645
12451108	0.000685871056241427	12486146	10413774	14521991	10936880	10611368
10936884	0.000685871056241427	11553277	12486146	10694577	9547235	10936880
9596222	0.000685871056241427	8659934	8786396	11596149	12885574	10528114
7770005	0.000685871056241427	8669492	10912914	12581338	9520006	9265639
12167762	0.000685871056241427	12095653	9700208	11113217	10525981	11343837
8559364	0.000685871056241427	11775232	9369084	8128961	7810590	8669492
12067591	0.000685871056241427	10766403	12457072	12682309	12112161	12205106
10806314	0.000685871056241427	11848621	8782820	10656299	11145984	9853706
12556576	0.000685871056241427	9876966	7884953	12787320	9074396	9524800
11076057	0.000685871056241427	9572586	9341576	9350853	9633759	9178861
9153523	0.000685871056241427	9674794	8929157	10483785	9728943	9343467
8014966	0.000685871056241427	9482248	8075646	7944299	7703749	8069300
9708864	0.000685871056241427	11458997	9875528	11285089	9425904	9756330
8825894	0.000685871056241427	8075646	9369084	10998553	8872415	8128960
14501024	0.000685871056241427	12468034	11193807	9822164	12658281	11553277
8644717	0.000685871056241427	8993479	9508150	9343467	11790212	7847867
7478253	0.000685871056241427	9100668	12117549	9460714	9651008	11325345
12123862	0.000685871056241427	11273064	10027555	12951205	10525981	12962909
9018389	0.000685871056241427	8596645	9520006	7566000	10483785	7675243
7818703	0.000685871056241427	7818636	7970234	7891871	7824144	8669492
10840275	0.000685871056241427	9678319	9121705	10912918	8841664	10487842
9678319	0.000685871056241427	10840275	11378241	12581338	9121705	10487842
11816786	0.000685871056241427	11898555	11683989	12490529	11113612	9877525
10867209	0.000685871056241427	8624097	10494348	10818505	12787320	9329691
10338292	0.000685871056241427	9003062	8782820	9349544	11848621	9211985
10207721	0.000685871056241427	8642164	11775232	10541592	12876259	12787320
11325345	0.000685871056241427	11377835	10611368	11591456	12182886	12541014
11416775	0.000685871056241427	9290497	10668705	9369084	7944299	7703749
8039724	0.000685871056241427	9290497	8993479	8741397	9340872	12011307
